Date,Title,Outlet,Content
2012,Stable and efficient high-tension communication power supply based on electromagnetic coupling,Applied Mechanics and Materials,"High-tension power delivery based electromagnetic coupling hot spot temperature power equipment systems current on-line monitoring early warning effective way solve 'energy island ' .In paper , miniature , low cost , high reliability , easy installation maintenance communication power supply based electromagnetic coupling designed , also provide lasting stable power output . Since central position receiver coil rectifier filter circuit power supply , Optimization design simulation made coil rectifier filter circuit . three-dimensional coil used receiving coil , optimization results show load power 10.18w conditions low-frequency high-voltage . achieves objective miniature low-cost . simulation results rectifier regulator show system transfer energy range approximately 2 % fluctuation . © ( 2012 ) Trans Tech Publications ."
2011,Offshore grids: The Irish opportunity,CIGRE 2011 Bologna Symposium - The Electric Power System of the Future: Integrating Supergrids and Microgrids,"recent years , wind energy , onshore offshore , attracted interest future resource exploited realise low carbon emissions environment.Among drivers offshore , saturation best onshore site availability , better public acceptance , less variable wind resource . Moreover , order attract investment renewables many countries offer incentives potential Ireland 's future integration European Energy Markets export case offshore wind energy economic opportunity . addition meeting 40 % Renewables 2020 [ 1 ] offshore integration renewables Europe commitment achieving policy targets low carbon environment [ 2 ] . Europe 's dependency gas , opportunity enhance build sustainable , reliable , secure economic grid future . considering opportunities holistic approach required aims ensure decisions based robust quantitative analysis cognisant broader policy direction European regional integration . island Ireland best wind resources worldwide ; offshore grid may represent great economic opportunity country , particularly critical period financial uncertainty . Several synergies may embedded offshore grid deployment strategy goes beyond simple task connecting wind farm mainland , instance : Enhancement Energy market competition greater regional integration SEM BETTA Europe Potential increased ofmarket for'premium ' renewable energy Higher utilisation infrastructure Single Electricity Market ( SEM ) operating Ireland ( IE ) Northern Ireland ( NI ) continuing evolve facilitate increasing levels renewable generationto 2020 beyond . implementation Intra Day Trading increase opportunities trade existing Moyle Interconnector Scotland , East West Interconnector ( EWIC ) Interconnection SEM neighbouring markets . paper describes potential offshore grid deployment strategies Irish Sea 2030 focuses impact strategy subjected market conditions . Using expansion planning tool , optimum infrastructure reinforcement plan integrate expected wind resources calculated planning period . sequential analysis performed using unit commitment based multi regional market model evaulate hourly trade across infrastructure.f Different transmission technologies assumed according geographical distances connection points onshore offshore . Finally , scenarios selected compare different technology performances , AC HVDC , either onshore offshore . particular , Multiterminal/Embedded VSC configurations compared AC terms impact dynamic stability thetransmission system ."
2011,Experimental study on hydrodynamic motion of hybrid type of pontoon,OCEANS 2011 IEEE - Spain,"Recent interest marine structure floating structure wide area focused men 's activity floating housing complex , energy-island , floating airport , . Pontoon semi-submersible typical types purpose . Pontoon widely applied offshore floating structure many advantages buoyancy , simple details , storage ability , economy , . However almost used nearly still water conditions due structural shape . study , new type pontoon taking advantage reduced motion proposed experimented small size specimen . kind hybrid sufficient space buoyancy like pontoon air-gap characteristic feature semi-submersible . Even though hybrid pontoon lost buoyancy 16 % compared pontoon weight , observed motion proposed one stable existing ones . © 2011 IEEE ."
2012,The economic case for developing HVDC-based networks to maximise renewable energy utilisation across Europe: An advanced stochastic approach to determining the costs and benefits,44th International Conference on Large High Voltage Electric Systems 2012,"paper concerned rationale development significantly enhanced transmission capacity continent scale , case Europe . particular emphasis accommodation wind power North Sea , describes assessment extent lack transmission capacity European level act constraint realising Europe-wide targets electricity renewable sources 2020 . plausible generation demand scenario postulated inter-area power flows studied number network cases whole Europe . network cases intended provide insights drivers different levels transmission expansion different network configurations increased transfer capability might delivered offshore . analytical methods used take account realistic time series available generation including wind hydro , model spatial correlations wind hydro power , minimum stable generation times , regionally differentiated reserve requirements . particularly , means Monte Carlo simulation , variability power deficits surpluses different locations flows locations assessed . analysis achieved use ANTARES tool developed RTE . main metrics used compare different scenarios annual energy production different types generator , emissions carbon dioxide , total energy renewables , volume 'spilled ' wind energy . results suggest new offshore network capacity allow increased exchange power different countries important realising full potential new wind power developments . new network capacity allows local surpluses wind power used elsewhere also facilitates reserve power held remote particular area minimise total holding reserve increase utilisation renewable energy . However , two effects : depending exact location , permit onshore network constraints bypassed , shown , allow cheap high carbon generation remote areas used instead lower carbon fossil fuelled plant local area . may thus concluded support investment low carbon generation capacity wind development transmission network important reduction carbon emissions associated use electricity , effective pricing carbon emissions ."
2012,Modeling and optimization of an energy generation island based on renewable technologies and hydrogen storage systems,International Journal of Hydrogen Energy,"widespread use renewable energy sources hindered intermittent unpredictable nature . problem overcome storage system manages time mismatch energy production load requirements . aim work develop simulation tool evaluating energy economic performance renewable energy islands , including various electricity generation technologies ( photovoltaic modules , wind turbines micro-hydroelectric plants ) , integrated hydrogen storage system , comprising electrolyzer , hydrogen storage tank fuel cell . brief description simulation tool structure , attention focused energy economic models system components . innovative approach optimizing energy island proposed ; based hybrid genetic-simulated annealing algorithm aims minimize unit cost electricity . Finally generation island provides electricity hydrogen farm central Italy designed optimized , comparing configurations based different renewable technologies . © 2011 , Hydrogen Energy Publications , LLC . Published Elsevier Ltd. rights reserved ."
2014,Developments and opportunities in HVDC offshore grids research,"European Wind Energy Association Conference and Exhibition 2014, EWEA 2014","HVDC transmission based voltage source converters ( VSC-HVDC ) rapidly evolving technology . rating installations increased several hundreds MW planned installations GW range . Developments technology increased interest VSCHVDC integration offshore wind farms integrated offshore network . However raises various challenges various key concepts particular deserve substantial research . paper presents technical issues associated HVDC connection , developments technology highlights remaining challenges need addressed along research opportunities create ."
2012,Transmission Systems for Offshore Wind Power Plants and Operation Planning Strategies for Offshore Power Systems,"Wind Power in Power Systems, Second Edition","electric system within offshore wind power plant connection main power system pose new challenges experts . best way interconnecting wind turbines inside wind farm found , fulfilling , redundancy requirements without compromising economic feasibility . best choice technologies ( HVAC , HVDC - VSC LCC ) connecting windfarms shore made , depending several criteria . risk losing connection versus redundancy economically evaluated . combining interconnectors offshore windfarm connections modular way , DC offshore grid developed . Anyhow , already planning phase secure operation considered thoroughly , optimal architecture found , minimizing necessary assets ensuring secure operation facilitating later expansion options . interaction onshore grid investigated well . enable investigations covering issues benchmark offshore test system developed described chapter . © 2012 John Wiley & Sons , Ltd ."
2013,Grid connection and macro-system integration of combined wind and wave devices,"2013 8th International Conference and Exhibition on Ecological Vehicles and Renewable Energies, EVER 2013","paper summarizes status progress Work Package 8 MARINA Platform European FP7 R & project . MARINA covers multi-purpose offshore renewable energy platforms key purpose look synergies combining wind energy ocean energy technologies . wind wave placed site may several advantages terms using common facilities infrastructure also challenges . activities reported cover wind farm layout , offshore electrical infrastructure well integration challenges opportunities offshore renewable energy . © 2013 IEEE ."
2012,The effects of meshed offshore grids on offshore wind investment - A real options analysis,"European Wind Energy Conference and Exhibition 2012, EWEC 2012","Offshore wind farms future meshed offshore grids could subject different regulatory regimes . Feed-in tariffs would absorb market risk wind farm operators , whereas price premium mechanisms leave operators exposed market price signals . case , plays decisive role price applies node offshore grid . offshore node either integrated neighbouring markets , access respective maximum price , subject separate nodal pricing . investigate different regulatory regimes connections one four countries based stochastic model capturing uncertainties prices line failures . stochastic analysis shows case wind park granted access respective maximum price , significant option value connected operational flexibility accessing several markets : wind farm 's IRR increase 33 % analysed ( fictive ) cases connected four neighbouring countries . Contrarily , case nodal pricing , wind farm cope IRRs 15 % lower connected one country . effects either hamper adequate investment lead windfall profits , level support adjusted according choice regulatory regime . therefore considered designing regulatory regime level support offshore grid order maintain effective efficient development offshore wind Europe ."
2012,Expansion var planning model in a meshed/mixed AC/DC network,IEEE Power and Energy Society General Meeting,"importance wind power generation risen last years much considered important affordable renewable energy source growing rate faster mainstream technologies word . Due lack land resources environmentalist opposition , wind strategy looking offshore installations . requires new criteria set appropriate architecture future offshore grids . use HVAC Cables LCC ( Line Commutated Convertion ) VSC ( Voltage Source Conversion ) technologies stress importance extending long-term expansion planning var support . Coping adequately problem voltage security assessment long-term expansion planning , purpose work . paper model reactive expansion planning proposed presence meshed AC/DC grid . © 2012 IEEE ."
2013,The coordinated development of offshore energy infrastructure: Legal challenges and possible solutions,Competition and Regulation in Network Industries,"enormous growth offshore wind energy generation North Sea current plans given effect . Standard practice wind farms constructed date provide wind farm dedicated cable connection onshore transmission system ( radial connection ) . efficient approach would initiate coordinated projects involve clustering wind farms consequently allow shared offshore assets . could lower costs reduce impacts marine environment . However , national regimes currently focus installation radial connections promote coordinated development offshore infrastructure . purpose article identify legal barriers coordinated projects explore changes could made current regulatory practices North Sea states order introduce required coordination wind energy generation infrastructure development ."
2012,Technology developments and plans to solve operational challenges facilitating the HVDC offshore grid,IEEE Power and Energy Society General Meeting,"paper describes voltage source converter ( VSC ) offshore technologies expansion point-to-point transmission systems HVDC offshore grids . Today several gigawatt wind farm projects underway proposed North Sea , Baltic Sea Atlantic Ocean . first offshore VSC stations installed oil gas platforms power shore 2005 using structures lifted site connection wind farms 2010 . New innovative modular solutions converter offshore platforms gigawatt-range developed . offshore wind generation increases makes sense connect offshore converters multi-terminal grid better utilization transmission systems connection balancing power . key technological cornerstones plan start building first parts HVDC offshore grids available today gaps deployment full-fledged offshore grid outlined . © 2012 IEEE ."
2011,Stability analysis of an offshore grid supplied by a HVDC-VSC,"Proceedings of the 2011 14th European Conference on Power Electronics and Applications, EPE 2011",establishment offshore AC grids gives opportunity connect wind farms oil platforms within limited distance AC cables . Several AC grids interconnected connected shore multi-terminal DC grid . order supply oil platforms important offshore AC grid assure reliable power acceptable quality . analyzed establishing conceptual AC grid simulation program Simpow . simulations show grid sustain good power quality long connection multi-terminal DC grid operation . © 2011 EPE Association - European Power Electr .
2014,Energy: Islands of light,Nature,[ abstract available ]
2013,Reliability investigations for a DC offshore power system,IEEE Power and Energy Society General Meeting,"paper deals reliability assessment issues DC Offshore Power System . first step methodology reliability evaluation offshore power system characterized . purpose new reliability indices introduced order take specific character offshore grid account . , using Monte Carlo simulation approach , exemplary simulations carried selected test system . performed simulations show strong influence redundancy level reliability indices . © 2013 IEEE ."
2012,Innovations in energy - factor for increasing the energy efficiency,Ikonomicheski Izsledvania,"paper presents problems increasing end energy consumption , especially industry life , energy carbon intensity economy , energy dependency , etc . analyzes innovations important factor increasing energy certainty , energy efficiency competitiveness economy sustainable development . connection , paper presents contemporary innovation solutions , like virtual gas-main , smart grid , supernetworks supercables , cogeneration , distant reporting consumed energy , renewable energy sources , including bio fuels , energy roads , hybrid electric power stations , energy ocean high low tides , energy islands , concentrators generating solar energy , etc . contemporary innovation solutions connected necessity huge investments , big problem Bulgaria . Nevertheless , government policy widely open innovations improving energy status country increasing green energy production . purpose possible funds used completely ."
2014,Dynamic modelling and implementation of VSC-HVDC system the grid connected large offshore wind power plant application,SMARTGREENS 2014 - Proceedings of the 3rd International Conference on Smart Grids and Green IT Systems,"research contribution , investigates analyse operational characteristics voltage source converter ( VSC ) , High-Voltage Direct Current ( HVDC ) transmission system . main objective research endeavor evaluate implementation HVDC transmission system integrating offshore wind energy grid . Dynamic model system developed Simulink environment . Stability analysis performed three case studies namely two active grid interconnection , active passive grid interconnection offshore wind farm interconnection grid . Results analysed compared according E.ON grid code requirements offshore grid connection ."
2012,Establishing an Offshore Electricity Grid: A Legal Analysis of Grid Developments in the North Sea and in US Waters,Energy Networks and the Law: Innovative Solutions in Changing Markets,"chapter focuses legal issues associated proposals offshore grid development EU US , compares means might addressed . chapter organized follows . Section II examines international legal framework offshore development considers key question whether provides sufficient support offshore grid projects type proposed . Section III considers suitable regimes could put place regulate development use transmission infrastructure North Sea . Section IV provides overview gradual progress made towards creating regulatory framework offshore electricity generation transmission US . Section V concludes identifying key legal considerations taken account strategic planning combined offshore wind energy generation transmission projects general . © International Bar Association , 2012 . rights reserved ."
2012,Availability analysis of VSC-HVDC schemes for offshore windfarms,IET Conference Publications,"UK Round 3 offshore windfarms located 50km shore likely require HVDC transmission system . availability HVDC transmission schemes key factor determining offshore windfarms commercially technically viable . paper shows typical radial HVDC link would energy availability 96.5 % based estimated reliability indices publically available data submarine cable component greatest effect scheme 's availability . regional HVDC grid analysed paper shown higher energy availability equivalent radial scheme , providing additional capacity built grid . Furthermore , cost-benefit analysis shows link scheme 's availability profitability ."
2010,An integrated approach to offshore electricity transmission,IET Conference Publications,"July 2010 UK Government Department Energy Climate Change ( DECC ) , together UK Office Gas Electricity Markets E-Serve division ( Ofgem EServe ) set intention consult enduring regulatory regime offshore electricity transmission . National Grid undertaken conceptual design exercise , examining integrated onshore-offshore grid solution multiple stakeholder perspectives . results study indicate significant opportunities design optimisation yield capital cost savings ∼25 % + ; reduced planning , environmental supply chain impacts ; `` future proofing '' network evolution European integration ."
2014,Generalized implementations of piecewise linear control characteristics for multiterminal HVDC,"2014 International Symposium on Power Electronics, Electrical Drives, Automation and Motion, SPEEDAM 2014","Large-scale Multi-Terminal ( MT ) HVDC grids require decentralized control schemes converters autonomously react load changes disturbances dc grid without need fast actions centralized controller . majority proposed schemes based assigning static Piece-Wise Linear ( PWL ) characteristic converter terminal , defines functional dependence dc voltage local current power references converter . Despite evident conceptual similarities , various schemes combinations control characteristics presented literature different implementations . paper discusses possibility generalized controllers reproduce static characteristics within single implementation modifying parametric settings . particular two alternative implementations discussed , whereof first option previously presented without explicitly discussing potential implementing generalized PWL controller . alternative implementation developed described detail , based state-machine controlling operation dc-voltage controller . proposed generalized PWL implementation demonstrated numerical simulation four terminal HVDC system . © 2014 IEEE ."
2011,Impact of system power losses on the value of an offshore grid for North Sea offshore wind,"2011 IEEE PES Trondheim PowerTech: The Power of Technology for a Sustainable Society, POWERTECH 2011","Grid connection critical factor integration large scale wind power . factor even important framework transnational power exchange way improve power system operation . paper comparison study carried two different grid building strategies offshore wind farms North Sea using 2030 medium wind scenario TradeWind project [ 1 ] . strategies ) radial ii ) meshed grid configuration . paper considered active power losses strategies capture effect losses different power system aspects , total soci-economic benefit associated strategy , offshore wind power utilization , power exchange grid points , grid bottlenecks utilization HVDC connections . Using meshed grid compared radial total benefit 2.7 billion Euro economic life time grid . However benefit increased 0.3 billion Euro taking account grid losses cases . results shows benefit using meshed offshore grid future European power system large penetration off- onshore wind power . © 2011 IEEE ."
2011,Control and operation of wind turbine converters during faults in an offshore wind power plant grid with VSC-HVDC connection,IEEE Power and Energy Society General Meeting,"Voltage source converter ( VSC ) based high voltage dc ( HVDC ) transmission attractive technique large offshore wind power plants , especially long cable transmission required connection onshore grid . New multi-MW wind turbines likely equipped full scale converters meet stringent grid code requirements . scenario , offshore grid terminated power electronic converters ends . paper presents control scheme synchronization control grid side converters ( GSC ) wind turbine generators ( WTG ) . Current limit control enables GSC sustain fault currents short circuits offshore wind collector system grid . However , power transmission affected , fault isolated . resynchronized fault cleared breaker reclosed . Healthy WTG converters remain connected . scheme demonstrated PSCAD/EMTDC simulation . © 2011 IEEE ."
2011,"Design, operation and availability analysis of a multi-terminal HVDC grid - A case study of a possible offshore grid in the Norwegian sea","2011 IEEE PES Trondheim PowerTech: The Power of Technology for a Sustainable Society, POWERTECH 2011","Multi-terminal HVDC subsea cable grids ability integrate offshore wind power petroleum installations main land , well transferring energy parallel onshore AC grid . grids presumably lower investment costs radial cables installation . shown paper reliability higher well . operation multi-terminal HVDC grid calls new methods control fault clearing . case study two land terminals three offshore terminals presented paper . work part Statnett 's R & project `` Offshore Grid - design operation '' . © 2011 IEEE ."
2010,Offshore grids in Europe: The strategy of Ireland for 2020 and beyond,IET Conference Publications,"present paper focuses particular case Ireland , development offshore grids investigated . could optimal approach address foreseen massive wind integration issue , also reinforce onshore grid use potential export energy abroad . paper presents results related ongoing studies subject ."
2014,Deriving robust design parameters and design criteria for the first offshore artificial island for electricity conversion in the northern north sea,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,"support future wind farm developments anticipate intentions create European wide smart electricity grid , offshore high voltage grid Belgian North Sea development connect several wind farms Belgian onshore electricity grid , called Belgian Offshore Grid ( BOG ) . grid contain first artificial island ( AI ) support electricity conversion transport North Sea . AI part offshore high voltage grid shall connect number offshore wind farms onshore high voltage station . accurate definition site conditions design criteria utmost importance design , operability exploitation island main driver cost islands . Deriving robust , conservative site conditions appropriate design criteria one first challenges project . Based in-situ measurements geotechnical , geophysical met-ocean conditions design parameters derived together design criteria . paper focuses methods numerical models used define appropriate design input sensitivity analysis design criteria . order derive robust conservative design parameters in-situ measurements required , also combination statistical analysis , numerical models sensitivity analysis design criteria functional requirements . One driving design criteria works allowable overtopping discharge related hydrodynamic forces infrastructure island , largely influences cost . Copyright © 2014 ASME ."
2012,Impact of reserve market integration on the value of the North Sea offshore grid alternatives,"9th International Conference on the European Energy Market, EEM 12","Expected large scale integration offshore wind power North Sea future scenarios , 2020-2030 , contribute challenges transmission planning system operation Northern European electricity network . Moreover , intermittency renewable resources makes operational planning , forecasting , balancing , control system challenging . paper , comparison carried two reserve procurement market models . done simulating non- fully-integrated Northern European market using 2030 scenario combination effect two different strategies development North Sea offshore grid : Radial grid Meshed grid . day-ahead market modeled common market aggregate level whole European continent . Reserve procurement done simultaneously clearing day-ahead market . analysis day-ahead dispatch , DC optimal power flow used . results show EUR 262 million EUR 326 million per year could saved result integration Northern European reserve market meshed radial offshore grid topologies respectively . © 2012 IEEE ."
2013,Var planning assessment in a meshed AC/DC system: The future Irish Transmission System,"Proceedings of IREP Symposium: Bulk Power System Dynamics and Control - IX Optimization, Security and Control of the Emerging Power Grid, IREP 2013","importance wind power generation risen last years much considered among important affordable Renewable Energy Sources ( RES ) growing rate faster technologies . Nowadays , wind technology looking offshore installations , due lack land resources environmentalist opposition . requires new criteria set appropriate architecture future offshore grids , terms topology , technology control structures . paper describes var planning methodology aiming identifying reactive needs future mixed meshed AC/DC system . © 2013 IEEE ."
2013,Governing a North Sea grid development: The need for a regional framework treaty,Competition and Regulation in Network Industries,"North Sea coastal states exploring possibility collaborating development cables transmitting electricity waters subject jurisdiction view creating offshore grid . argue article support political resolution , agree proceed initiative , entering treaty governs expansion electricity infrastructure marine region . legal framework required significant potential complex process would involved formation regional grid depart optimal course advancing North Sea states ' shared goals providing infrastructure needed decarbonising energy supplies whilst maintaining energy security least cost . framework treaty would enhance ability set keep development transmission networks North Sea pathway leads mutually beneficial outcomes ."
2012,VIAvento - A fast and accurate simulation tool for power-electronic systems,EPE Joint Wind Energy and T and D Chapters Seminar,Simulating complex offshore grids including connected devices independent control algorithms ( e.g . DLL form ) essential assessment global system stability . power-electronic applications - due independently controlled independently switching inverters - time domain simulation give meaningful results . paper presents simulation tool VIAvento satisfies introduced requirements . functioning tool illustrated showing simulation results connected two-point converters one HVDC modular-multilevel-converter topology ( MMC topology ) .
2012,Transmission system topology optimization for large-scale offshore wind integration,IEEE Transactions on Sustainable Energy,"method determine optimal transmission system topology multiple offshore wind farms introduced using rule-based generic algorithm . methodology implemented software tool determining best economical technically feasible offshore transmission solution . optimization algorithm takes radial , ring shaped , meshed transmission topologies consideration . Besides investments offshore grid also new connections reinforcements existing onshore grid proposed algorithm . developed tool delivers set transmission system topologies ranked life cycle system costs corresponding transmission voltage technology ( HVAC HVDC ) , necessary transmission equipment , rating . optimization results based publicly available data . achieved results compared studies validated . developed tool used planning phase guidance offshore developers investment decisions long-term offshore grid planning , e.g. , towards offshore supergrid . © 2010-2012 IEEE ."
2014,Evaluation of North Sea offshore grid topologies via market simulations and security analysis,IET Conference Publications,"work provides method combined planning possible offshore grid North Sea together onshore grid , high renewable energy scenario year 2030 . analysis done help market simulations load flow calculations . round-the-year security analysis used evaluate different offshore grid structures interdependencies exist grid structure available capacity market transactions . Grid security , grid utilization factors , operating costs ( fuel emissions ) wind curtailment considered assessment . Furthermore , round-the-year security analysis used investigate effects offshore grid security Dutch onshore grid . sensitivity analysis presence German North-South HVDC corridors security Dutch grid also performed ."
2013,Grid integration of offshore wind power and multiple oil and gas platforms,OCEANS 2013 MTS/IEEE Bergen: The Challenges of the Northern Dimension,paper investigates possibilities supplying offshore oil gas platforms power onshore power grid combined offshore wind power . system consisting five oil gas platforms connected offshore wind farm common VSC-HVDC link onshore power grid studied . model system developed MATLAB®/Simulink® simulations preformed two critical system disturbances . HVDC control system designed tuned order obtain stable offshore grid operation . simulation results demonstrate system configuration able withstand severe dynamic events . © 2013 IEEE .
2012,State of the art in ultrahigh-voltage transmission,Proceedings of the IEEE,"paper discusses ultrahigh-voltage ( UHV ) DC efficient solution bulk power transmission especially renewable energy . European policy legal framework used illustrate new technology , international electricity market integration , distribution wind solar natural resources lead need continent-wide internationally coordinated network planning view long-term greenhouse gas reduction . First , technical economic aspects UHV transmission described , including , e.g. , converter configurations internal external insulation . , UHV transmission put context broad current questions power system development : AC DC , microgrids , smart grids , power electronics , overhead lines , cables , gas-insulated lines . final part discusses European legal framework climate protection transmission system operator ( TSO ) cooperation new , legally mandated European transmission system operator association ENTSO-E , particular joint European grid planning R & . example shows UHV technology development contribute market integration economic environmental goals continent-wide internationally coordinated transmission development one option international long-term system studies . © 2006 IEEE ."
2011,A technology challenge: The case of Ireland,CIGRE 2011 Bologna Symposium - The Electric Power System of the Future: Integrating Supergrids and Microgrids,"directive promotion use renewable energy resources published European Commission 2008 given impetus development Europe 's wind energy resources . end 2010 , approximately 1400 MW wind generation installed Republic Ireland , roughly 25 MW comes form off-shore plant . Given Ireland favourable wind conditions whole Europe , wind farm development coast expected grow rapidly coming years , evidenced fact 6,000 MW wind generation currently awaiting connection grid . Furthermore recent Government Targets framework `` 20-20-20 '' EU initiative , set ROI challenging 40 % Renewable Energy 2020 . large amount nature Wind Resources challenging Transmission System Operator , Eirgrid , guarantee connection integrate incoming vast Wind resources present Transmission Grid . Large investments already planned onshore accommodate 5000 MW wind farms , framework strategic development plan GDS 25 . Recent advancements strategic plan drawn attention offshore landscape , stakeholders already obtained rights installation tens kilometres east coast country . Eirgrid therefore undertaking thorough comprehensive investigation offshore grid must designed Transmission technologies available today future overall strategic deployment plan . paper describes extent technology could provide TSO flexibility decision making process ultimate objective technical efficient cost effective designed solution . particular potential mixed AC/DC network structure may impose decision beginning investment plan may turn different results long term perspectives . stage , selection proper Transmission Technology may mitigate planner dilemma large initial investment long term versus small investments shorter term Results study case Irish transmission network North-Sea context , showing Offshore Grid results comparison system performances shown ."
2012,The European Offshore Grid - Inspiration to the US?,IEEE Power and Energy Society General Meeting,"European Union enacted ambitious binding targets concerning implementation renewable energy sources present energy systems year 2020 , large share allocated wind energy . Although common European energy policy enacted period 2020 , TSOs , manufacturers , regulators research institutions looking future , preparing necessary technology developments system integration , market design regulatory issues smooth authorization procedures . © 2012 IEEE ."
2012,Where is the ideal location for a US East Coast offshore grid?,Geophysical Research Letters,"paper identifies location `` ideal '' offshore wind energy ( OWE ) grid U.S. East Coast would ( 1 ) provide highest overall peak-time summer capacity factor , ( 2 ) use bottom-mounted turbine foundations ( depth 50 ) , ( 3 ) connect regional transmissions grids New England Mid-Atlantic , ( 4 ) smoothed power output , reduced hourly ramp rates hours zero power . Hourly , high-resolution mesoscale weather model data 2006-2010 used approximate wind farm output . offshore grid located waters Long Island , New York Georges Bank , ≈450 km east . Twelve candidate 500 MW wind farms located randomly throughout region . Four wind farms ( 2000 MW total capacity ) selected synergistic meteorological characteristics reduced offshore grid variability . Sites likely sea breezes helped increase grid capacity factor peak time spring summer months . Sites far offshore , dominated powerful synoptic-scale storms , included generally higher variable power output . interconnecting 4 farms via offshore grid versus 4 individual interconnections , power smoothed , no-power events reduced 9 % 4 % , combined capacity factor 48 % ( gross ) . interconnecting offshore wind energy farms ≈450 km apart , regions offshore wind energy resources driven synoptic-scale storms mesoscale sea breezes , substantial reductions low/no-power hours hourly ramp rates made . Copyright 2012 American Geophysical Union ."
2012,The European North Seas Countries' Offshore Grid initiative the way forward,IEEE Power and Energy Society General Meeting,"Europe , large amount offshore wind power expected built . Today , 3,5 GW offshore wind power capacity installed , potential identified increase 150 GW on-and offshore wind power 2030 . half European offshore wind expected built North Seas , 60-80 GW 2030 . sites far shore , requiring use long DC subsea cables connect onshore power systems . Additionally , Europe aiming increased integration power markets expanding international power exchange capacity . potential developments merge combining offshore wind power grid connection interconnectors European member states establishment offshore grid . North Seas Countries ' Offshore Grid initiative formed responsible body first investigate barriers propose solutions 10 countries ' ministers , decide way forward . paper describes issues investigated technical working group related grid integration issues . methodology , assumptions concerning available technology first results presented . © 2012 IEEE ."
2012,Description and comparison of DC voltage control strategies for offshore MTDC networks: Steady-state and fault analysis,EPE Journal (European Power Electronics and Drives Journal),"Estimates circa 40 GW offshore wind power capacity going installed throughout Europe end decade . scenario , pan-European offshore grid network needed order efficiently integrate large amounts offshore wind different European countries ' transmission networks . paper , dynamic model multi-terminal HVDC ( MTDC ) transmission system composed voltage-source converters presented . Afterwards , dynamic models used compare four different methods controlling DC voltage inside MTDC networks , viz . : droop control , ratio control , priority control voltage margin method . Lastly , case study performed fournode MTDC network different control strategies compared steady-state onshore three-phase fault ."
2011,All year power supply with off-grid photovoltaic system and clean seasonal power storage,Solar Energy,"objective project all-year secure supply alternating current based solar energy island grid consisting serial components seasonal energy storage . Photovoltaic modules , inverters , electrolysers , batteries , hydrogen stores fuel cells form basis independent power supply system . , selected load profiles analysed evaluated theory practice.The analysis based results test runs system simulations , combined hydrogen-battery-system compared battery system.It revealed sensible complement island grid operating lead batteries shortterm energy supply hydrogen long-term store . ensures year-round supply security based solar energy extension life span batteries required hydrogen-based power stores . systems based purely batteries provide perfect supply security long periods low solar radiation since possess energy stores allow long-term energy storage.Hence seasonal energy store , hydrogen , required guarantee reliable power supply every day year.Autonomous power supply systems long-term energy stores operate independently public grid system implemented without elaborate intelligent energy management . , however , costs serial components must reduced efficiency system must improved . © 2011 Elsevier Ltd ."
2012,Challenges in energy systems for the smart-cities of the future,"2012 IEEE International Energy Conference and Exhibition, ENERGYCON 2012","last years European Union actively promoted renewable energies Combined Heat Power ( CHP ) also residential tertiary buildings . exploitation renewable sources cogeneration seems hampered regulatory wall prohibit residential , tertiary commercial buildings constitution users clusters . fact , unification threshold value tens kVA , least , facilitate installation renewable energy power plants solar PV modules CHP systems ( cogeneration ) CCHP systems ( tri-generation ) , overcoming technical economical barriers combining several load profiles . actual distribution system low voltage LV customers appears inadequate comply goals . aim authors propose design Sustainable Energy Microsystem ( SEM ) integration different subsystems , currently independent , final users high efficiency buildings , dispersed generation renewable Combined Heat Power ( CHP ) units subsystems urban mobility : metro-transit , trams recharging plug-in hybrid electric vehicles ( PHEV ) surface mobility . integration analyzed direction smart city concept , optimized integrated management many services . activities general topic design construction nearly zero energy buildings use innovative technologies home building automation . buildings integrated energy hub dispersed generation urban mobility systems , constitute energy islands future smart grid . © 2012 IEEE ."
2010,First steps in developing a future north-sea offshore grid,"European Wind Energy Conference and Exhibition 2010, EWEC 2010","Several concepts offshore power systems recently discussed . realisation systems requires comprehensive computation studies find optimal technical network solutions . Generally , AC technique applied electrical energy transmission . However , current studies show practice two concepts additionally applied , classic HVDC technology - especially sea cable interconnection countries - VSC HVDC technology - especially offshore-interconnection wind parks . choice connection-to-shore technology offshore wind farms generally depend distance shore . wind farms placed close shore , Denmark , AC cables used already case operating wind farms Horns Rev Horns Rev II . wind farms placed far coast alternative voltage source converter based high voltage direct current transmission technology may applied . e.g . happen case many German wind farms , already realized German transmission system operator Transpower 400 MW large BorWin1 farm North Sea . paper chosen aspects planning analysing mixed AC-DC offshore / onshore power system discussed . Based defined test system study cases carried evaluated order demonstrate complexity planned systems point operational issues need considered planning phase ."
2012,Challenges and rationale for laboratory research of offshore grids,Energy Procedia,"Offshore power systems characterized large penetration power electronics converters power cables , resulting complex behaviors quite different traditional AC systems . Analyzing systems challenging due complexity relative lack experience . context , performing laboratory tests scaled model network significant relevance verify simulation models test equipment control methods controlled environment . design laboratory needs compromise capability accurately reproduce real system behavior practical constraints ease use , equipment size , cost safety . paper summarizes main design considerations laboratory infrastructure dedicated research future offshore grids possible challenges . laboratory facility developed jointly NTNU ( Norwegian University Science Technology ) SINTEF Energy Research described examples experimental possibilities . © 2012 Published Elsevier Ltd ."
